	('Numbers: Two-19', 'Digit: Two')	('Numbers: Nine-10', 'Digit: Nine')	('Numbers: Four-3', 'Digit: Four')	('Numbers: Three-28', 'Digit: Three')	('Numbers: One-5', 'Digit: One')	('Numbers: Five-15', 'Digit: Five')	('Numbers: Zero-1', 'Digit: Zero')	('Numbers: Three-17', 'Digit: Three')	('Numbers: One-1', 'Digit: One')	('Numbers: Five-6', 'Digit: Five')	('Numbers: Seven-23', 'Digit: Seven')	('Numbers: Two-1', 'Digit: Two')	('Numbers: Three-8', 'Digit: Three')	('Numbers: Three-19', 'Digit: Three')	('Numbers: Two-25', 'Digit: Two')	('Numbers: Nine-24', 'Digit: Nine')	('Numbers: Nine-1', 'Digit: Nine')	('Numbers: Four-10', 'Digit: Four')	('Numbers: Nine-14', 'Digit: Nine')	('Numbers: Eight-8', 'Digit: Eight')
('Pixels: pos_21-12', 'Center: 15.4112065016')	0	237	0	51	5	253	251	253	0	178	253	213	9	0	139	21	252	0	250	113
('Pixels: pos_21-13', 'Center: 14.899801676')	0	253	0	0	0	253	251	253	0	255	253	252	22	155	28	220	164	0	165	201
('Pixels: pos_21-14', 'Center: 14.3591208182')	0	105	149	0	0	254	253	253	175	253	217	199	57	252	9	253	0	0	7	250
('Pixels: pos_21-15', 'Center: 13.7910039453')	0	0	253	9	0	253	251	226	252	248	35	49	219	252	0	222	0	0	0	254
('Pixels: pos_21-16', 'Center: 13.1972221816')	0	0	0	96	0	241	188	75	252	87	0	0	252	253	0	8	0	61	0	125
('Pixels: pos_21-17', 'Center: 12.5794675742')	0	0	0	216	0	88	94	4	253	0	0	0	235	97	16	0	0	248	0	0
('Pixels: pos_21-18', 'Center: 11.9393463746')	0	0	0	254	0	14	0	0	35	0	0	0	60	0	15	0	0	155	0	0
('Pixels: pos_21-19', 'Center: 11.2783752294')	0	0	0	179	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
('Pixels: pos_21-20', 'Center: 10.5979797464')	0	0	0	3	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
('Pixels: pos_21-21', 'Center: 9.89949493661')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
('Pixels: pos_21-22', 'Center: 9.18416709496')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0
('Pixels: pos_21-23', 'Center: 8.45315674165')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0
('Pixels: pos_21-24', 'Center: 7.70754230824')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_21-25', 'Center: 6.94832431182')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_21-26', 'Center: 6.17642981231')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_21-27', 'Center: 5.39271699347')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-0', 'Center: 17.5979797464')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-1', 'Center: 17.5752642009')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-2', 'Center: 17.5072577121')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-3', 'Center: 17.3943764353')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-4', 'Center: 17.2372999714')	0	0	0	0	0	0	0	148	0	0	0	0	0	255	0	0	0	0	0	0
('Pixels: pos_22-5', 'Center: 17.0369514011')	0	0	0	0	0	0	0	253	0	0	0	0	0	253	0	0	0	0	0	0
('Pixels: pos_22-6', 'Center: 16.7944712445')	0	0	0	0	32	0	0	253	0	0	0	0	0	253	0	0	0	0	0	0
('Pixels: pos_22-7', 'Center: 16.5111869852')	0	0	0	0	209	0	27	253	0	0	0	131	0	253	0	0	0	0	0	18
('Pixels: pos_22-8', 'Center: 16.188579925')	0	0	0	0	183	0	129	253	0	32	0	247	0	109	0	0	0	0	0	250
('Pixels: pos_22-9', 'Center: 15.8282510984')	0	0	0	73	97	27	253	253	0	132	0	249	138	109	0	0	0	0	0	254
('Pixels: pos_22-10', 'Center: 15.4318877993')	0	10	0	207	0	133	251	253	0	251	30	249	252	109	0	0	68	0	7	253
('Pixels: pos_22-11', 'Center: 15.0012319939')	0	219	0	254	0	156	251	253	0	253	240	249	252	191	0	0	245	0	193	245
('Pixels: pos_22-12', 'Center: 14.5380515742')	0	253	0	249	0	156	251	248	0	253	253	171	196	255	0	73	243	0	198	254
('Pixels: pos_22-13', 'Center: 14.0441150681')	0	195	47	217	0	156	251	232	0	254	253	72	215	253	0	253	79	0	54	254
('Pixels: pos_22-14', 'Center: 13.5211701256')	0	22	254	218	0	36	229	143	73	216	45	0	253	253	0	253	0	0	0	254
('Pixels: pos_22-15', 'Center: 12.9709258351')	0	0	195	222	0	36	168	41	252	108	0	0	252	253	0	104	0	0	0	131
('Pixels: pos_22-16', 'Center: 12.395038729')	0	0	0	254	0	31	15	0	252	0	0	0	252	84	0	0	0	0	0	3
('Pixels: pos_22-17', 'Center: 11.7951021975')	0	0	0	235	0	0	0	0	253	0	0	0	128	0	0	0	0	234	0	0
('Pixels: pos_22-18', 'Center: 11.1726389393')	0	0	0	173	0	0	0	0	35	0	0	0	0	0	0	0	0	155	0	0
('Pixels: pos_22-19', 'Center: 10.5290960389')	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-20', 'Center: 9.86584225181')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-21', 'Center: 9.18416709496')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-22', 'Center: 8.48528137424')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-23', 'Center: 7.77031882077')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-24', 'Center: 7.04033855425')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-25', 'Center: 6.29632813575')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-26', 'Center: 5.53920701459')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_22-27', 'Center: 4.76983021191')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-0', 'Center: 16.5979797464')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-1', 'Center: 16.57625088')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-2', 'Center: 16.5111869852')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-3', 'Center: 16.403152737')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-4', 'Center: 16.2527446866')	0	0	0	0	0	0	0	45	0	0	0	0	0	128	0	0	0	0	0	0
('Pixels: pos_23-5', 'Center: 16.0607751546')	0	0	0	0	0	0	0	156	0	0	0	0	0	252	0	0	0	0	0	0
('Pixels: pos_23-6', 'Center: 15.8282510984')	0	0	0	0	0	0	0	253	0	0	0	0	0	252	0	0	0	0	0	0
('Pixels: pos_23-7', 'Center: 15.5563491861')	0	0	0	0	0	0	0	253	0	45	0	0	0	252	0	0	0	0	0	1
('Pixels: pos_23-8', 'Center: 15.2463884227')	0	0	0	0	0	0	0	253	0	117	0	0	0	252	0	0	0	0	0	91
('Pixels: pos_23-9', 'Center: 14.899801676')	0	8	0	0	0	0	95	253	0	128	14	0	97	252	0	0	32	0	0	255
('Pixels: pos_23-10', 'Center: 14.5181073385')	0	171	0	22	0	0	212	253	0	247	162	0	252	252	0	0	237	0	151	255
('Pixels: pos_23-11', 'Center: 14.1028821785')	0	253	0	87	0	0	251	130	0	253	253	0	252	252	0	0	245	0	234	255
('Pixels: pos_23-12', 'Center: 13.6557362043')	0	207	0	159	0	0	211	85	0	164	253	0	252	253	0	177	82	0	53	255
('Pixels: pos_23-13', 'Center: 13.1782901192')	0	21	64	194	0	0	94	0	0	105	133	0	252	231	0	253	0	0	0	166
('Pixels: pos_23-14', 'Center: 12.6721557108')	0	0	253	255	0	0	59	0	31	18	6	0	253	158	0	216	0	0	0	39
('Pixels: pos_23-15', 'Center: 12.138919311')	0	0	143	240	0	0	0	0	211	0	0	0	252	35	0	15	0	0	0	2
('Pixels: pos_23-16', 'Center: 11.5801282942')	0	0	0	156	0	0	0	0	252	0	0	0	101	0	0	0	0	0	0	0
('Pixels: pos_23-17', 'Center: 10.9972804543')	0	0	0	22	0	0	0	0	253	0	0	0	9	0	0	0	0	234	0	0
('Pixels: pos_23-18', 'Center: 10.3918160134')	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	155	0	0
('Pixels: pos_23-19', 'Center: 9.76511196609')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-20', 'Center: 9.11847843819')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-21', 'Center: 8.45315674165')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-22', 'Center: 7.77031882077')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-23', 'Center: 7.07106781187')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-24', 'Center: 6.35643946926')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-25', 'Center: 5.62740424352')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-26', 'Center: 4.88486983103')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_23-27', 'Center: 4.12968404451')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-0', 'Center: 15.5979797464')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-1', 'Center: 15.5771554475')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-2', 'Center: 15.5147905889')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-3', 'Center: 15.4112065016')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-4', 'Center: 15.2669296253')	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
('Pixels: pos_24-5', 'Center: 15.0826784022')	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
('Pixels: pos_24-6', 'Center: 14.8593459927')	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0
('Pixels: pos_24-7', 'Center: 14.5979797464')	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0
('Pixels: pos_24-8', 'Center: 14.2997584651')	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	9	0	0	0
('Pixels: pos_24-9', 'Center: 13.9659685105')	0	105	0	0	0	0	0	0	0	0	56	0	13	226	0	0	148	0	33	0
('Pixels: pos_24-10', 'Center: 13.5979797464')	0	253	0	0	0	0	0	0	0	0	253	0	211	252	0	0	252	0	222	0
('Pixels: pos_24-11', 'Center: 13.1972221816')	0	198	0	0	0	0	0	0	0	0	253	0	252	231	0	56	169	0	85	0
('Pixels: pos_24-12', 'Center: 12.7651640164')	0	76	0	0	0	0	0	0	0	0	253	0	252	217	0	248	0	0	0	0
('Pixels: pos_24-13', 'Center: 12.3032916185')	0	0	138	0	0	0	0	0	0	0	6	0	200	71	0	253	0	0	0	0
('Pixels: pos_24-14', 'Center: 11.8130917675')	0	0	234	0	0	0	0	0	0	0	0	0	137	0	0	156	0	0	0	0
('Pixels: pos_24-15', 'Center: 11.2960363503')	0	0	13	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0
('Pixels: pos_24-16', 'Center: 10.7535695427')	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
('Pixels: pos_24-17', 'Center: 10.1870974067')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
('Pixels: pos_24-18', 'Center: 9.59797974645')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
('Pixels: pos_24-19', 'Center: 8.98752401642')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-20', 'Center: 8.35698104282')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-21', 'Center: 7.70754230824')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-22', 'Center: 7.04033855425')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-23', 'Center: 6.35643946926')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-24', 'Center: 5.65685424949')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-25', 'Center: 4.94253284412')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-26', 'Center: 4.21436772054')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_24-27', 'Center: 3.47319601007')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-0', 'Center: 14.5979797464')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-1', 'Center: 14.5779877401')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-2', 'Center: 14.5181073385')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-3', 'Center: 14.4186231224')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-4', 'Center: 14.2800019441')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-5', 'Center: 14.1028821785')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-6', 'Center: 13.8880594821')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-7', 'Center: 13.636469775')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-8', 'Center: 13.3491702496')	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	6	0
('Pixels: pos_25-9', 'Center: 13.0273192353')	0	242	0	0	0	0	0	0	0	0	56	0	0	31	0	0	253	0	196	0
('Pixels: pos_25-10', 'Center: 12.6721557108')	0	253	0	0	0	0	0	0	0	0	253	0	0	108	0	0	196	0	92	0
('Pixels: pos_25-11', 'Center: 12.284979179')	0	38	0	0	0	0	0	0	0	0	253	0	0	46	0	32	7	0	2	0
('Pixels: pos_25-12', 'Center: 11.8671304987')	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	225	0	0	0	0
('Pixels: pos_25-13', 'Center: 11.4199741392')	0	0	138	0	0	0	0	0	0	0	6	0	0	0	0	253	0	0	0	0
('Pixels: pos_25-14', 'Center: 10.9448821827')	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
('Pixels: pos_25-15', 'Center: 10.4432202722')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-16', 'Center: 9.91633558714')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-17', 'Center: 9.36554683078')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-18', 'Center: 8.79213614495')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-19', 'Center: 8.19734281023')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-20', 'Center: 7.58235855928')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-21', 'Center: 6.94832431182')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-22', 'Center: 6.29632813575')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-23', 'Center: 5.62740424352')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-24', 'Center: 4.94253284412')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-25', 'Center: 4.24264068712')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-26', 'Center: 3.5286021527')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_25-27', 'Center: 2.8012407605')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-0', 'Center: 13.5979797464')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-1', 'Center: 13.5787560839')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-2', 'Center: 13.5211701256')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-3', 'Center: 13.4254750898')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-4', 'Center: 13.2920868705')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-5', 'Center: 13.1215751567')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-6', 'Center: 12.9146516182')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-7', 'Center: 12.6721557108')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
('Pixels: pos_26-8', 'Center: 12.395038729')	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	151	0
('Pixels: pos_26-9', 'Center: 12.0843467621')	0	253	0	0	0	0	0	0	0	0	56	0	0	0	0	0	129	0	129	0
('Pixels: pos_26-10', 'Center: 11.7412031921')	0	206	0	0	0	0	0	0	0	0	253	0	0	0	0	0	28	0	0	0
('Pixels: pos_26-11', 'Center: 11.3667913195')	0	19	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-12', 'Center: 10.9623376199')	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-13', 'Center: 10.5290960389')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-14', 'Center: 10.068333626')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-15', 'Center: 9.58131770684')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-16', 'Center: 9.0693047015')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-17', 'Center: 8.53353061243')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-18', 'Center: 7.97520314476')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-19', 'Center: 7.39549537024')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-20', 'Center: 6.79554081273')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-21', 'Center: 6.17642981231')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-22', 'Center: 5.53920701459')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-23', 'Center: 4.88486983103')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-24', 'Center: 4.21436772054')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-25', 'Center: 3.5286021527')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-26', 'Center: 2.82842712475')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_26-27', 'Center: 2.11465011846')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-0', 'Center: 12.5979797464')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-1', 'Center: 12.5794675742')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-2', 'Center: 12.5240070051')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-3', 'Center: 12.431824332')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-4', 'Center: 12.3032916185')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-5', 'Center: 12.138919311')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-6', 'Center: 11.9393463746')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-7', 'Center: 11.7053283845')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-8', 'Center: 11.4377240658')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-9', 'Center: 11.1374808049')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-10', 'Center: 10.8056196487')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-11', 'Center: 10.4432202722')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-12', 'Center: 10.0514063411')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-13', 'Center: 9.6313316189')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-14', 'Center: 9.18416709496')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-15', 'Center: 8.71108932349')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-16', 'Center: 8.2132700935')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-17', 'Center: 7.69186747936')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-18', 'Center: 7.14801826727')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-19', 'Center: 6.58283170801')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-20', 'Center: 5.99738451362')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-21', 'Center: 5.39271699347')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-22', 'Center: 4.76983021191')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-23', 'Center: 4.12968404451')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-24', 'Center: 3.47319601007')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-25', 'Center: 2.8012407605')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-26', 'Center: 2.11465011846')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
('Pixels: pos_27-27', 'Center: 1.41421356237')	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
